NAME,DISTRICT,OFFICE,CYCLECAND,CURCAND,PARTY,INCUMBENCY,Netreceipts,NetDisbments,Inidv,ECOH,CandContrib,CandLoan,CandLoanRepay,DebtOwed,EndDate,,#REF!
"Park, Charles",NY 006,US HOUSE,Y,1,D,Not an Incumbent,"139,866.00","23,492.00","138,816.00","116,374.00",1150,0,0,0,12/31/2025,,
"Vega, Jose",NY 015,US HOUSE,Y,1,I,Not an Incumbent,"139,223.00","133,684.00","138,828.00","6,813.00",0,0,0,0,12/31/2025,,
"Karlsruher, Jessica",TX 010,US HOUSE,Y,1,R,Not an Incumbent,"137,915.00","43,291.00","117,003.00","94,624.00",0,9911,0,9911,12/31/2025,,
"Kasky, Cameron",NY 012,US HOUSE,Y,1,D,Not an Incumbent,"137,854.00","107,660.00","137,854.00","30,193.00",0,0,0,0,12/31/2025,,
"Avila Chevalier, Darializa",NY 013,US HOUSE,Y,1,D,Not an Incumbent,"136,796.00","18,600.00","131,806.00","118,195.00",0,0,0,0,12/31/2025,,
"Myers, Tim",CA 041,US HOUSE,Y,1,D,Not an Incumbent,"136,699.99","136,699.99","78,088.00",0,58646,41353,41353,0,7/15/2025,,
"Andres-Beck, Beth",MA 006,US HOUSE,Y,1,D,Not an Incumbent,"136,215.00","73,483.00","110,046.00","62,732.00",26168,0,0,0,12/31/2025,,
"Vancil, Dillan",IL 017,US HOUSE,Y,1,R,Not an Incumbent,"133,561.00","101,653.00","127,719.00","52,229.00",4891,11500,0,12700,12/31/2025,,
"Lucero, Rob",CA 034,US HOUSE,Y,1,D,Not an Incumbent,"132,423.00","97,350.00","132,423.00","35,393.00",0,0,0,18052,12/31/2025,,
"Green, Jennifer-Ruth",IN 001,US HOUSE,Y,1,R,Not an Incumbent,"132,257.00","28,906.00","103,713.00","103,351.00",0,0,0,33931,12/31/2025,,
"Berg, Kaela",MN 002,US HOUSE,Y,1,D,Not an Incumbent,"132,095.93","78,933.93","83,116.00","53,162.00",0,0,0,0,12/31/2025,,
"Macallister, Robert",MA 009,US HOUSE,Y,1,R,Not an Incumbent,"131,411.00","65,986.00","130,178.00","65,424.00",0,1005,0,1005,12/31/2025,,
"Gonzales-Torres, Angela",CA 034,US HOUSE,Y,1,D,Not an Incumbent,"130,854.50","106,594.50","124,075.00","24,260.00",0,0,0,0,12/31/2025,,
"Chapin, Doug",MN 006,US HOUSE,Y,1,D,Not an Incumbent,"130,549.85","50,668.85","56,574.00","79,880.00",23310,50000,0,50000,12/31/2025,,
"Tull, Melvin",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"129,836.00","85,168.00","129,807.00","44,668.00",0,0,0,0,12/31/2025,,
"Rosenblum, Howard",IL 009,US HOUSE,Y,1,D,Not an Incumbent,"129,474.00","69,402.00","129,474.00","36,844.00",0,0,0,0,12/31/2025,,
"Sterbinsky, Danielle",AZ 009,US HOUSE,Y,1,D,Not an Incumbent,"129,443.00","61,812.00","129,190.00","67,515.00",250,0,0,0,12/31/2025,,
"Hamden Ii, Raymond",TX 031,US HOUSE,Y,1,R,Not an Incumbent,"128,646.00","36,962.00","18,646.00","-29,362.00",0,110000,0,0,12/31/2025,,
"Mendoza, Anabel",IL 007,US HOUSE,Y,1,D,Not an Incumbent,"128,635.05","73,278.05","128,635.00","55,357.00",0,0,0,25110,12/31/2025,,
"Techau, Kevin",IA 002,US HOUSE,Y,1,D,Not an Incumbent,"128,557.72","86,958.72","139,627.00","41,598.00",123,0,0,0,12/31/2025,,
"Bhatti, Ata-Ul-Salaam",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"128,353.81","71,500.81","128,244.00","56,853.00",109,0,0,0,12/31/2025,,
"Larkin, Oliver",FL 023,US HOUSE,Y,1,D,Not an Incumbent,"127,529.00","82,363.00","127,400.00","45,165.00",0,0,0,0,12/31/2025,,
"Davison, Jerone",AZ 004,US HOUSE,Y,1,R,Not an Incumbent,"126,806.00","122,961.00","126,806.00","3,844.00",0,0,0,0,12/31/2025,,
"Rice, Mark",IL 008,US HOUSE,Y,1,R,Not an Incumbent,"125,924.00","54,099.00","25,924.00","173,438.00",0,100000,0,252350,12/31/2025,,
"Macias, Mayra",IL 004,US HOUSE,Y,1,I,Not an Incumbent,"125,899.85","4,736.85","119,950.00","121,163.00",0,0,0,0,12/31/2025,,
"Johnson, Jarvis",TX 029,US HOUSE,Y,1,D,Not an Incumbent,"125,246.00","7,820.00","25,246.00","117,425.00",0,100000,0,100000,12/31/2025,,
"Pinsley, Mark",PA 007,US HOUSE,Y,1,D,Not an Incumbent,"125,194.00","75,177.00","124,694.00","50,017.00",0,0,0,-1567,12/31/2025,,
"Kumar Dr., Anil",MI 011,US HOUSE,Y,1,D,Not an Incumbent,"124,336.00","115,892.00","29,311.00","10,104.00",25,95000,0,260805,12/31/2025,,
"Hudspeth Dr., Richard",NC 011,US HOUSE,Y,1,D,Not an Incumbent,"122,829.00","69,014.00","114,829.00","53,814.00",7000,0,0,2540,12/31/2025,,
"Garcia, Patty",IL 004,US HOUSE,Y,1,D,Not an Incumbent,"122,594.00","9,214.00","55,094.00","113,379.00",0,0,0,0,12/31/2025,,
"Graham, James",IN 009,US HOUSE,Y,1,D,Not an Incumbent,"122,521.98","117,639.98","51,939.00","4,881.00",4607,66000,0,66000,12/31/2025,,
"Leonard, Don",OH 015,US HOUSE,Y,1,D,Not an Incumbent,"122,317.00","43,819.00","110,638.00","78,498.00",1679,10000,0,10000,12/31/2025,,
"Gallucci, Samuel",CA 026,US HOUSE,Y,1,R,Not an Incumbent,"121,293.00","51,769.00","67,843.00","69,523.00",53450,52000,52000,0,9/30/2025,,
"Vetticad, Ryan",IL 008,US HOUSE,Y,1,D,Not an Incumbent,"120,561.00","30,403.00","41,531.00","90,157.00",0,80030,0,82265,12/31/2025,,
"Hardy Dr., Kimberly",NC 007,US HOUSE,Y,1,D,Not an Incumbent,"120,522.00","99,838.00","116,136.00","20,684.00",0,0,0,0,12/31/2025,,
"Sheridan, Ryan",MO 002,US HOUSE,Y,1,R,Not an Incumbent,"120,290.00","120,290.00","60,420.00",0,59869,0,0,0,12/31/2025,,
"Jefferson, Cyril",NC 006,US HOUSE,Y,1,D,Not an Incumbent,"119,606.04","111,716.04","113,606.00","7,889.00",0,0,0,0,12/31/2025,,
"Mcconnie-Saad, Pablo",PA 003,US HOUSE,Y,1,D,Not an Incumbent,"119,108.66","50,289.66","117,585.00","68,818.00",0,0,0,0,12/31/2025,,
"Preston Junior, Willie",IL 002,US HOUSE,Y,1,D,Not an Incumbent,"118,196.00","90,275.00","117,346.00","27,921.00",0,0,0,0,12/31/2025,,
"Jaslow, Allison",NC 003,US HOUSE,Y,1,D,Not an Incumbent,"118,104.00","4,237.00","110,604.00","113,867.00",0,0,0,0,12/31/2025,,
"Allen, Mary",IN 008,US HOUSE,Y,1,D,Not an Incumbent,"117,703.00","34,832.00","107,341.00","82,871.00",715,0,0,0,12/31/2025,,
"Seifeldein, Mo",VA 008,US HOUSE,Y,1,D,Not an Incumbent,"117,636.00","57,537.00","116,645.00","60,099.00",0,0,0,3849,12/31/2025,,
"Reagan, Joseph",CO 005,US HOUSE,Y,1,D,Not an Incumbent,"116,372.00","105,113.00","36,072.00","18,727.00",300,80000,0,85100,12/31/2025,,
"Wilson, Frederica",FL 024,US HOUSE,Y,1,D,Incumbent,"115,221.00","205,940.00","27,434.00","406,994.00",0,0,0,15250,12/31/2025,,
"Bailey Ms., Huy-Yen",FL 002,US HOUSE,Y,1,D,Not an Incumbent,"114,807.00","79,068.00","100,506.00","51,110.00",980,13000,0,23600,12/31/2025,,
"Fitzgerald, Edward",OH 007,US HOUSE,Y,1,D,Not an Incumbent,"114,623.00","44,027.00","92,023.00","70,596.00",0,22500,0,22500,12/31/2025,,
"Rains, Matthew",MT 001,US HOUSE,Y,1,D,Not an Incumbent,"113,747.00","67,335.00","113,774.00","46,411.00",0,0,0,39000,12/31/2025,,
"Vivio, Nicholas",MO 002,US HOUSE,Y,1,D,Not an Incumbent,"113,197.00","18,839.00","99,675.00","94,358.00",14522,0,0,7000,12/31/2025,,
"Rhoades, Crystal",NE 002,US HOUSE,Y,1,D,Not an Incumbent,"112,610.00","77,477.00","79,610.00","35,133.00",0,0,0,15000,12/31/2025,,
"Adubato Ph.D., Beth",NJ 007,US HOUSE,Y,1,D,Not an Incumbent,"111,680.00","78,377.00","44,037.00","33,303.00",969,66800,0,69535,12/31/2025,,
"Ollivant, Douglas",VA 007,US HOUSE,Y,1,R,Not an Incumbent,"111,624.00","39,875.00","106,624.00","71,748.00",0,0,0,0,12/31/2025,,
"Cavanaugh, Matthew",CO 005,US HOUSE,Y,1,I,Not an Incumbent,"111,283.00","68,473.00","111,183.00","42,810.00",100,0,0,0,12/31/2025,,
"Matthews, Karen",CA 023,US HOUSE,Y,1,I,Not an Incumbent,"111,257.85","53,961.85","91,258.00","57,295.00",0,20000,0,20000,12/31/2025,,
"Ivey Dr., R.",TX 009,US HOUSE,Y,1,D,Not an Incumbent,"111,091.00","7,259.00","97,690.00","103,831.00",3401,0,0,8900,12/31/2025,,
"Doherty, Alexandra",GA 010,US HOUSE,Y,1,D,Not an Incumbent,"110,666.00","101,546.00","110,666.00","9,119.00",0,0,0,0,12/31/2025,,
"Reeside Jr., William",SC 001,US HOUSE,Y,1,R,Not an Incumbent,"109,990.00","31,722.00","4,490.00","78,267.00",0,105500,0,105500,12/31/2025,,
"Gies Dr., Aaron",NY 023,US HOUSE,Y,1,D,Not an Incumbent,"109,816.00","19,695.00","105,857.00","50,404.00",3024,0,0,0,12/31/2025,,
"Masuda, Michael",CA 005,US HOUSE,Y,1,D,Not an Incumbent,"109,517.00","92,160.00","109,679.00","17,357.00",0,0,0,30927,12/31/2025,,
"Murray, Ginger",WI 007,US HOUSE,Y,1,D,Not an Incumbent,"109,104.00","1,624.00","9,104.00","107,479.00",0,100000,0,107189,12/31/2025,,
"Eckhardt, Sarah",TX 010,US HOUSE,Y,1,D,Not an Incumbent,"109,011.00","65,963.00","110,473.00","43,048.00",0,0,0,0,12/31/2025,,
"Kirkland, Kyle",CA 021,US HOUSE,Y,1,R,Not an Incumbent,"108,168.00","77,520.00","50,033.00","30,648.00",58161,0,0,6000,12/31/2025,,
"Altman, Rob",TX 010,US HOUSE,Y,1,R,Not an Incumbent,"108,072.00","9,738.00","7,522.00","98,334.00",550,100000,0,100000,12/31/2025,,
"Aguirre, Britta",WV 001,US HOUSE,Y,1,D,Not an Incumbent,"106,288.00","102,019.00","105,913.00","4,268.00",0,0,0,0,12/31/2025,,
"Brecheen, Josh",OK 002,US HOUSE,Y,1,R,Incumbent,"105,722.00","144,982.00","51,722.00","31,436.00",0,0,0,1500,12/31/2025,,
"Moore, Colton",GA 014,US HOUSE,Y,1,R,Not an Incumbent,"105,484.00","4,970.00","105,484.00","100,514.00",0,0,0,0,12/31/2025,,
"Gray, Hartzell",MO 004,US HOUSE,Y,1,D,Not an Incumbent,"105,027.00","86,459.00","104,252.00","18,568.00",0,0,0,0,12/31/2025,,
"Gray, Hartzell",MO 005,US HOUSE,Y,1,D,Not an Incumbent,"105,027.00","86,459.00","104,252.00","18,568.00",0,0,0,0,12/31/2025,,
"Roper, Carol",CA 020,US HOUSE,Y,1,D,Not an Incumbent,"104,400.00","10,609.00","4,400.00","93,790.00",0,100000,0,101305,12/31/2025,,
"Gilchrest, Jillian",CT 001,US HOUSE,Y,1,D,Not an Incumbent,"103,351.00","80,227.00","97,047.00","23,123.00",4767,0,0,0,12/31/2025,,
"Headrick, Nathan",VA 011,US HOUSE,Y,1,R,Not an Incumbent,"103,127.00","103,127.00","2,394.00",0,250000,0,0,0,9/18/2025,,
"Green, Amanda",FL 002,US HOUSE,Y,1,D,Not an Incumbent,"102,442.00","53,420.00","102,482.00","49,022.00",0,0,0,0,12/31/2025,,
"Mellor, Victor",RI 002,US HOUSE,Y,1,R,Not an Incumbent,"101,579.00","54,277.00","101,579.00","47,302.00",0,0,0,0,12/31/2025,,
"Ruzevich, Joseph",IL 006,US HOUSE,Y,1,D,Not an Incumbent,"101,279.00","28,129.00","98,280.00","73,824.00",6000,0,0,20000,12/31/2025,,
"Hunter, Marvalette",TX 038,US HOUSE,Y,1,D,Not an Incumbent,"100,947.00","52,956.00","98,947.00","47,990.00",0,0,0,0,12/31/2025,,
"Adeimy, Deborah",FL 022,US HOUSE,Y,1,R,Not an Incumbent,"100,938.00","58,476.00","25,956.00","46,069.00",21783,52026,0,65466,12/31/2025,,
"Garcia, Johnny",TX 035,US HOUSE,Y,1,D,Not an Incumbent,"100,678.00","18,985.00","100,773.00","81,692.00",0,0,0,58070,12/31/2025,,
"Burge, Kevin",TX 024,US HOUSE,Y,1,D,Not an Incumbent,"100,621.00","63,786.00","97,121.00","36,834.00",3500,0,0,0,12/31/2025,,
"May, Donald",TX 019,US HOUSE,Y,1,R,Not an Incumbent,"100,100.00",3,100,"100,096.00",0,100000,0,100000,12/31/2025,,
"Heise, Gregor",TX 030,US HOUSE,Y,1,R,Not an Incumbent,"98,431.00","85,700.00","98,331.00","12,731.00",100,0,0,0,12/31/2025,,
"Whalen Dr., Jeromie",MA 001,US HOUSE,Y,1,D,Not an Incumbent,"98,220.00","80,096.00","90,108.00","18,123.00",7841,0,0,0,12/31/2025,,
"Brown, Yumeka",IL 002,US HOUSE,Y,1,D,Not an Incumbent,"97,917.00","43,164.00","77,417.00","54,752.00",0,20500,0,22600,12/31/2025,,
"Moore, Carlos",GA 013,US HOUSE,Y,1,D,Not an Incumbent,"97,307.00","13,064.00","99,832.00","83,599.00",0,0,0,0,9/30/2025,,
"Doyle, Victoria",FL 022,US HOUSE,Y,1,D,Not an Incumbent,"96,376.09","71,379.09","36,556.00","24,996.00",100,60020,0,93601,12/31/2025,,
"Byars Iii, James",SC 001,US HOUSE,Y,1,R,Not an Incumbent,"96,200.00","22,792.00","96,200.00","65,738.00",0,0,0,0,12/31/2025,,
"Lineberger Iii, Ernest",TX 026,US HOUSE,Y,1,D,Not an Incumbent,"95,965.00","92,766.00","91,364.00","6,691.00",0,5000,0,36000,12/31/2025,,
"Barlow, Pete",VA 006,US HOUSE,Y,1,D,Not an Incumbent,"95,380.00","75,017.00","95,075.00","20,363.00",250,0,0,0,12/31/2025,,
"Allen, Keith",TX 034,US HOUSE,Y,1,R,Not an Incumbent,"95,011.51","93,212.51","18,208.00","2,743.00",2920,90363,16480,73883,12/31/2025,,
"Cauvin, Jean-Louis",NJ 011,US HOUSE,Y,1,D,Not an Incumbent,"95,000.00","25,896.00","100,000.00","69,103.00",0,0,0,0,1/16/2026,,
"Trainor Iii, James",TX 021,US HOUSE,Y,1,R,Not an Incumbent,"94,253.00","18,281.00","86,957.00","75,971.00",295,0,0,4510,12/31/2025,,
"Gronli, Nicole",SD 001,US HOUSE,Y,1,D,Not an Incumbent,"93,277.00","37,737.00","90,746.00","55,539.00",1500,0,0,0,12/31/2025,,
"Ellman, Alissa",NY 024,US HOUSE,Y,1,D,Not an Incumbent,"92,763.00","85,441.00","69,413.00","7,321.00",10000,13450,0,13450,12/31/2025,,
"Vincent, John",SC 007,US HOUSE,Y,1,D,Not an Incumbent,"91,871.80","85,967.80","91,557.00","6,810.00",549,200,200,0,12/31/2025,,
"Vo, Chuong",CA 045,US HOUSE,Y,1,R,Not an Incumbent,"91,564.00","9,301.00","91,764.00","82,263.00",0,0,0,1460,12/31/2025,,
"James, Christopher",AZ 005,US HOUSE,Y,1,D,Not an Incumbent,"91,394.00","82,581.00","68,624.00","8,813.00",4900,0,0,0,12/31/2025,,
"Kinsel, Wayne",OH 009,US HOUSE,Y,1,R,Not an Incumbent,"90,564.00","57,544.00","36,371.00","33,020.00",52193,0,0,0,9/30/2025,,
"Lloyd, Tanya",TX 027,US HOUSE,Y,1,D,Not an Incumbent,"90,464.00","75,592.00","90,392.00","15,059.00",71,0,0,24277,12/31/2025,,
"Pierce, Michael",IL 011,US HOUSE,Y,1,R,Not an Incumbent,"90,019.00","40,605.00","2,984.00","49,413.00",0,87035,0,87035,12/31/2025,,
"Day, Darrell",TX 032,US HOUSE,Y,1,R,Not an Incumbent,"89,811.00","37,977.00","31,634.00","141,167.00",0,58000,0,209802,12/31/2025,,
"Grage, Rachel",FL 005,US HOUSE,Y,1,D,Not an Incumbent,"89,025.00","19,086.00","88,019.00","69,938.00",1006,0,0,0,12/31/2025,,
"Torres, John",MI 011,US HOUSE,Y,1,D,Not an Incumbent,"88,757.00","17,851.00","31,222.00","70,905.00",3106,55928,1500,54428,12/31/2025,,
"Enriquez, Ezekiel",TX 021,US HOUSE,Y,1,R,Not an Incumbent,"88,121.41","69,472.41","46,689.00","14,277.00",9758,31794,0,34406,12/31/2025,,
"Peterson, Kaylee",ID 001,US HOUSE,Y,1,D,Not an Incumbent,"88,047.00","85,626.00","78,647.00","7,811.00",0,0,0,3000,12/31/2025,,
"Conway Jr., Mark",MD 007,US HOUSE,Y,1,D,Not an Incumbent,"87,248.00","45,209.00","87,248.00","42,038.00",0,0,0,0,12/31/2025,,
"Walter, Jeffrey",IL 011,US HOUSE,Y,1,R,Not an Incumbent,"86,753.00","80,656.00","45,325.00","6,097.00",473,44154,2000,42154,12/31/2025,,
"Mannion, Nancy",PA 011,US HOUSE,Y,1,D,Not an Incumbent,"86,619.00","71,313.00","48,891.00","15,305.00",37478,0,0,0,12/31/2025,,
"Decio Ms., Jamee",IN 002,US HOUSE,Y,1,D,Not an Incumbent,"86,553.00","80,629.00","8,870.00","5,924.00",2693,75000,0,100039,12/31/2025,,
"Yu, Eugene",GA 001,US HOUSE,Y,1,R,Not an Incumbent,"85,735.00","18,392.00","85,735.00","110,724.00",0,0,0,61000,12/31/2025,,
"Smith, Robert",CA 024,US HOUSE,Y,1,R,Not an Incumbent,"85,663.00","49,208.00","64,583.00","36,454.00",1079,20000,0,25570,12/31/2025,,
"Douglas, Justin",PA 010,US HOUSE,Y,1,D,Not an Incumbent,"84,690.00","70,317.00","84,901.00","14,372.00",0,0,0,0,12/31/2025,,
"Day, Matt",GA 001,US HOUSE,Y,1,R,Not an Incumbent,"84,297.00","76,285.00","10,762.00","8,012.00",19089,50000,0,50000,12/31/2025,,
"Nemorin, Dalourny",NY 015,US HOUSE,Y,1,D,Not an Incumbent,"84,147.00","50,587.00","84,147.00","33,560.00",0,0,0,0,12/31/2025,,
"Gomez Noriega, Valentina",TX 031,US HOUSE,Y,1,R,Not an Incumbent,"83,881.00","43,379.00","83,931.00","22,196.00",0,0,0,0,12/31/2025,,
"Burley, Brian",CA 042,US HOUSE,Y,1,R,Not an Incumbent,"83,754.00","48,202.00","18,839.00","41,328.00",0,65000,0,97175,12/31/2025,,
"Lundgren, Shannon",IA 002,US HOUSE,Y,1,R,Not an Incumbent,"83,474.00","30,428.00","70,974.00","53,046.00",0,0,0,0,12/31/2025,,
"Lira, John",TX 035,US HOUSE,Y,1,D,Not an Incumbent,"83,192.00","72,402.00","58,487.00","10,789.00",24704,0,0,0,12/31/2025,,
"Brandlin, Christopher",NV 003,US HOUSE,Y,1,R,Not an Incumbent,"83,097.00","83,097.00","12,250.00",0,70847,108179,108179,0,12/15/2025,,
"Mapp, Adrian",NJ 012,US HOUSE,Y,1,D,Not an Incumbent,"82,731.00","3,531.00","65,731.00","79,199.00",15000,0,0,0,12/31/2025,,
"Barnett, Michaela",TN 002,US HOUSE,Y,1,D,Not an Incumbent,"81,271.00","64,656.00","81,296.00","16,614.00",0,0,0,0,12/31/2025,,
"Rivera-Vazquez, Mayra",SC 001,US HOUSE,Y,1,D,Not an Incumbent,"80,734.00","49,834.00","80,934.00","32,594.00",0,0,0,0,12/31/2025,,
"Maddox, Paul",NC 011,US HOUSE,Y,1,D,Not an Incumbent,"80,494.00","44,630.00","77,594.00","35,864.00",0,0,0,0,12/31/2025,,
"Stichel, Adele",VA 005,US HOUSE,Y,1,D,Not an Incumbent,"79,237.00","79,237.00","105,237.00",0,0,0,0,0,1/31/2026,,
"Padora, John",CO 004,US HOUSE,Y,1,D,Not an Incumbent,"79,202.00","73,801.00","79,202.00","8,948.00",0,244,244,16116,12/31/2025,,
"Pillersdorf, Ned",KY 005,US HOUSE,Y,1,D,Not an Incumbent,"78,974.00","25,543.00","71,599.00","53,430.00",7725,0,0,0,12/31/2025,,
"Black, Star",GA 014,US HOUSE,Y,1,R,Not an Incumbent,"78,869.00","14,146.00","3,869.00","64,723.00",0,75000,0,75000,12/31/2025,,
"Early, Justin",TX 031,US HOUSE,Y,1,D,Not an Incumbent,"78,741.00","51,926.00","33,849.00","26,814.00",9842,32800,0,48061,12/31/2025,,
"Whitlow, Stuart",TX 031,US HOUSE,Y,1,D,Not an Incumbent,"78,261.00","65,602.00",780,"16,309.00",0,85255,7774,279480,12/31/2025,,
"Belsito, Jamie",MA 006,US HOUSE,Y,1,D,Not an Incumbent,"77,023.00","3,005.00","50,675.00","74,018.00",1348,25000,0,25000,12/31/2025,,
"Dafis, Dean",NJ 011,US HOUSE,Y,1,D,Not an Incumbent,"76,948.00","24,893.00","76,948.00","52,005.00",0,0,0,0,1/16/2026,,
"Awa, Brenton",HI 002,US HOUSE,Y,1,R,Not an Incumbent,"76,577.00","29,898.00","75,577.00","46,679.00",0,0,0,0,12/31/2025,,
"Goss, Phil",IN 003,US HOUSE,Y,1,D,Not an Incumbent,"76,565.00","77,212.00",0,"2,684.00",0,76565,0,326865,12/31/2025,,
"Bennett, Christopher",CA 003,US HOUSE,Y,1,D,Not an Incumbent,"76,245.00","54,405.00","56,225.00","21,840.00",20020,0,0,5874,12/31/2025,,
"Bennett, Christopher",CA 006,US HOUSE,Y,1,D,Not an Incumbent,"76,245.00","54,405.00","56,225.00","21,840.00",20020,0,0,5874,12/31/2025,,
"Overman, Kimberly",FL 015,US HOUSE,Y,1,D,Not an Incumbent,"75,963.00","66,648.00","66,963.00","9,314.00",0,9000,0,13038,12/31/2025,,
"Yuna, Jeffrey",TX 038,US HOUSE,Y,1,R,Not an Incumbent,"75,923.00","21,496.00","7,123.00","55,426.00",100,0,0,69700,12/31/2025,,
"Coghill, Morgan",IL 010,US HOUSE,Y,1,D,Not an Incumbent,"75,664.00","71,388.00","45,562.00","4,276.00",0,30101,0,34118,12/31/2025,,
"Baker, Aaron",FL 006,US HOUSE,Y,1,R,Not an Incumbent,"75,506.00","71,974.00","43,204.00","3,532.00",397,11404,0,11404,12/31/2025,,
"Montiel, Carmen",TX 038,US HOUSE,Y,1,R,Not an Incumbent,"74,943.98","74,862.98","73,975.00",522,500,0,0,0,12/31/2025,,
"Nolley, Paul",IL 016,US HOUSE,Y,1,D,Not an Incumbent,"74,585.00","36,973.00","51,564.00","37,612.00",1107,0,0,0,12/31/2025,,
"Sessler, Jerrod",WA 004,US HOUSE,Y,1,R,Not an Incumbent,"72,534.00","145,286.00","115,334.00","2,251.00",4000,0,50000,374454,9/30/2025,,
"Maxsenti, Michael",CA 047,US HOUSE,Y,1,R,Not an Incumbent,"72,180.00","49,410.00","37,179.00","21,936.00",1,35000,0,35000,9/30/2025,,
"Jackson, Larry",WV 001,US HOUSE,Y,1,R,Not an Incumbent,"72,109.00","51,478.00","8,109.00","21,630.00",0,64000,0,70000,12/31/2025,,
"Chakalian, Paul",CA 023,US HOUSE,Y,1,D,Not an Incumbent,"72,078.00","72,078.00","55,249.00",0,16925,0,0,0,1/29/2026,,
"Alex, Nicholas",GA 009,US HOUSE,Y,1,D,Not an Incumbent,"71,972.00","18,587.00","70,752.00","53,385.00",1090,0,0,0,12/31/2025,,
"Pena, Lauren",TX 035,US HOUSE,Y,1,R,Not an Incumbent,"71,715.00","64,330.00","71,715.00","7,385.00",0,0,0,0,12/31/2025,,
"Pena, Lauren",TX 037,US HOUSE,Y,1,R,Not an Incumbent,"71,715.00","64,330.00","71,715.00","7,385.00",0,0,0,0,12/31/2025,,
"Sidwell, Austin",AL 001,US HOUSE,Y,1,R,Not an Incumbent,"69,598.00","45,358.00","21,975.00","24,239.00",1873,51000,0,51000,12/31/2025,,
"Coleman, Tayhlor",TX 010,US HOUSE,Y,1,D,Not an Incumbent,"68,570.24","62,650.24","68,661.00","5,919.00",0,0,0,45757,12/31/2025,,
"Hennrich, Brent",WA 003,US HOUSE,Y,1,D,Not an Incumbent,"68,099.00","61,039.00","68,099.00","7,638.00",0,0,0,0,12/31/2025,,
"Windschitl, Matt",IA 004,US HOUSE,Y,1,R,Not an Incumbent,"67,424.00","20,613.00","62,424.00","46,810.00",0,0,0,0,12/31/2025,,
"Croisant, John",OK 001,US HOUSE,Y,1,D,Not an Incumbent,"67,218.00","25,854.00","66,368.00","41,364.00",1000,0,0,0,12/31/2025,,
"Harjes, Christopher",NC 011,US HOUSE,Y,1,D,Not an Incumbent,"66,722.00","66,722.00","21,865.00",0,51882,0,0,0,1/21/2026,,
"Reynolds-Jackson, Verlina",NJ 012,US HOUSE,Y,1,D,Not an Incumbent,"66,645.00","4,376.00","63,895.00","62,268.00",3500,0,0,0,12/31/2025,,
"Regis, Adal",IL 002,US HOUSE,Y,1,D,Not an Incumbent,"66,615.00","47,934.00","66,615.00","10,824.00",0,0,0,0,9/30/2025,,
"Holden Sr., Steven",NY 024,US HOUSE,Y,1,D,Not an Incumbent,"66,331.00","46,424.00","22,331.00","19,466.00",44000,0,0,0,12/31/2025,,
"Sublette, Sean",VA 001,US HOUSE,Y,1,D,Not an Incumbent,"65,961.00","65,961.00","65,971.00",0,0,0,0,0,12/8/2025,,
"Whatley, Pierre",GA 013,US HOUSE,Y,1,D,Not an Incumbent,"65,888.00","62,528.00","50,888.00","3,359.00",0,0,0,15000,12/31/2025,,
"Turnage, Evan",MS 002,US HOUSE,Y,1,D,Not an Incumbent,"65,464.00","11,586.00","65,464.00","53,877.00",0,0,0,0,12/31/2025,,
"Mcghie, Troy",NY 011,US HOUSE,Y,1,D,Not an Incumbent,"65,297.00","63,099.00","63,817.00","2,197.00",250,0,0,0,12/31/2025,,
"Marks, William",TX 025,US HOUSE,Y,1,D,Not an Incumbent,"64,975.00","28,587.00","33,957.00","36,387.00",1000,30000,0,30000,12/31/2025,,
"Marter, James",IL 014,US HOUSE,Y,1,R,Not an Incumbent,"64,896.00","40,098.00","64,652.00","28,840.00",0,143,0,31501,12/31/2025,,
"Nagel, John",MN 005,US HOUSE,Y,1,R,Not an Incumbent,"64,393.00","45,565.00","64,413.00","18,828.00",0,0,0,0,12/31/2025,,
"Clayton, David",NC 005,US HOUSE,Y,1,I,Not an Incumbent,"63,863.00","38,239.00","63,863.00","25,624.00",0,0,0,0,12/31/2025,,
"Belatti, Della",HI 001,US HOUSE,Y,1,D,Not an Incumbent,"63,538.00","13,632.00","61,795.00","49,906.00",1743,0,0,0,12/31/2025,,
"Porter, Ferguson",CA 041,US HOUSE,Y,1,D,Not an Incumbent,"63,492.00","40,954.00","43,563.00","22,537.00",0,3130,0,16799,9/30/2025,,
"Porter, Ferguson",CA 048,US HOUSE,Y,1,D,Not an Incumbent,"63,492.00","40,954.00","43,563.00","22,537.00",0,3130,0,16799,9/30/2025,,
"Stovall, Alex",AZ 004,US HOUSE,Y,1,R,Not an Incumbent,"63,419.75","58,921.75","59,795.00","4,498.00",1300,0,0,0,12/31/2025,,
"Stovall, Alex",AZ 005,US HOUSE,Y,1,R,Not an Incumbent,"63,419.75","58,921.75","59,795.00","4,498.00",1300,0,0,0,12/31/2025,,
"Tate Dr., Tiffanie",CA 040,US HOUSE,Y,1,D,Not an Incumbent,"63,226.00","37,374.00","66,226.00","25,852.00",0,0,0,0,12/31/2025,,
"Tate, Tiffanie",CA 041,US HOUSE,Y,1,D,Not an Incumbent,"63,226.00","37,374.00","66,226.00","25,852.00",0,0,0,0,12/31/2025,,
